var,	var,	var,	var,	var,	var,	var,	var,	pt2	,pt2,	pt2,	pt2,	pt2,	pt2,pt2,	pt2
v8,	v7	,v6,	v5,	v4,	v3	,v2	,v1,	v8,	v7	,v6	,v5,	v4,	v3	,v2,	v1
-211.9186568,	-211.9191292,	-211.9191841,	-211.919196	,-211.9192102,	-211.919213,	-211.9192135,	-211.9192136,	-211.928165,	-211.9282133,	-211.9282195,	-211.928221,	-211.9282227,	-211.9282228,	-211.9282228,	-211.9282228
-211.9182897,	-211.9186583,	-211.9187018,	-211.9187109,	-211.9187219,	-211.9187241,	-211.9187245,	-211.9187245,	-211.9275282,	-211.9275664,	-211.927571,	-211.9275721,	-211.9275733,	-211.9275734,	-211.9275734,	-211.9275734
-211.9172112,	-211.9176648,	-211.9177194,	-211.9177311,	-211.9177454,	-211.9177482,	-211.9177487,	-211.9177489,	-211.9262249,	-211.9262721,	-211.9262783,	-211.9262796,	-211.9262811,	-211.9262813,	-211.9262813,	-211.9262813
-211.9156276,	-211.9161367,	-211.9161965,	-211.9162092,	-211.9162251,	-211.9162282,	-211.9162288,	-211.9162289,	-211.9242157,	-211.9242702	,-211.9242772,	-211.9242787,	-211.9242806,	-211.9242809,	-211.9242809,-211.9242809
