var,	var	,var,	pt2,	pt2,	pt2
v2,	v1,	192k,	v2,	v1,	192k
-80.60934193,	-80.60937821,	-80.60943606,	-80.61022008,	-80.6102337,-80.61022583
-80.60897219,	-80.60899803,	-80.60904116,	-80.60981539,	-80.60981945,	-80.60982523
-80.60817935,	-80.60820758,	-80.60825197,	-80.60899718,	-80.60900165,	-80.60900773
-80.60696898,	-80.6070062	,-80.60706566,	-80.60776505,	-80.6077711,	-80.60777938
-80.60537623,	-80.60541569,	-80.60547933,	-80.6061232	,-80.60612965	,-80.60613865
-80.6034054,	-80.60343849,	-80.60349235,	-80.60407327,	-80.60407864,	-80.60408628
